Year,Processing.ID,CageID,Replicate,Population,Site,TransplantTreatment,CageTreatment,SampleLevel,SampleType,Weight-mg,PercentN,PercentC,RatioCN,Note
2023,UPS_H2 LITTER (Plant),UPS_H2,2,UP,YF,South,Herbivore,Cage,LITTER,3.08,1.5,45.8,29.1,
2021,L_UPS_H2,UPS_H2,2,UP,YF,South,Herbivore,Cage,LITTER,1.68,1.7,39.7,23.2,
2021,S_UPS_H2,UPS_H2,2,UP,YF,South,Herbivore,Cage,SORU,1.657,2.1,46.7,22.2,
2023,UPS_H2 POPRC (Plant),UPS_H2,2,UP,YF,South,Herbivore,Cage,POPRC,3.357,2.2,44.8,19.7,
2023,UPS_H2 SORU (Plant),UPS_H2,2,UP,YF,South,Herbivore,Cage,SORU,2.978,2.6,47.8,18.1,
2021,M_UPS_H2,UPS_H2,2,UP,YF,South,Herbivore,Cage,MISC,1.557,2.7,41,14.7,
2023,UPS_H2 MISC (Plant),UPS_H2,2,UP,YF,South,Herbivore,Cage,MISC,3.414,3,43.7,14.3,
2021,P_UPS_H2,UPS_H2,2,UP,YF,South,Herbivore,Cage,POPRC,1.991,3.4,42.8,12.4,
2021,UPS_H3,UPS_H3,3,UP,YF,South,Herbivore,Cage,SOIL,10.337,0.1,2.2,12.1,
2023,UPS_H3 SOIL,UPS_H3,3,UP,YF,South,Herbivore,Cage,SOIL,10.062,0.2,3.2,11.5,
2023,UPS_H3 LITTER (Plant),UPS_H3,3,UP,YF,South,Herbivore,Cage,LITTER,3.462,1.2,47.1,38.6,
2021,L_UPS_H3,UPS_H3,3,UP,YF,South,Herbivore,Cage,LITTER,1.678,1.8,47,25,
2023,UPS_H3 MISC (Plant),UPS_H3,3,UP,YF,South,Herbivore,Cage,MISC,3.279,2.3,44.6,19.1,
2021,S_UPS_H3,UPS_H3,3,UP,YF,South,Herbivore,Cage,SORU,1.588,2.3,46.4,19.6,
2021,M_UPS_H3,UPS_H3,3,UP,YF,South,Herbivore,Cage,MISC,1.955,3.4,44.7,13,
2021,P_UPS_H3,UPS_H3,3,UP,YF,South,Herbivore,Cage,POPRC,1.689,3.6,46.1,12.7,
2023,UPS_H3 POPRC (Plant),UPS_H3,3,UP,YF,South,Herbivore,Cage,POPRC,3.205,4,42.2,10.5,
2021,UPS_H4,UPS_H4,4,UP,YF,South,Herbivore,Cage,SOIL,10.112,0.2,2.3,10.4,
2023,UPS_H4 SOIL,UPS_H4,4,UP,YF,South,Herbivore,Cage,SOIL,10.049,0.2,2.5,11.6,
2023,UPS_H4 MISC (Plant),UPS_H4,4,UP,YF,South,Herbivore,Cage,MISC,3.199,1.1,44.4,37.8,
2023,UPS_H4 LITTER (Plant),UPS_H4,4,UP,YF,South,Herbivore,Cage,LITTER,3.23,1.1,45.7,39.1,
2023,UPS_H4 POPRC (Plant),UPS_H4,4,UP,YF,South,Herbivore,Cage,POPRC,3.245,1.5,44.4,29.3,
2021,L_UPS_H4,UPS_H4,4,UP,YF,South,Herbivore,Cage,LITTER,1.932,1.6,46.1,28.3,
2021,P_UPS_H4,UPS_H4,4,UP,YF,South,Herbivore,Cage,POPRC,2.038,2.1,45.2,21.1,
2023,UPS_H4 SORU (Plant),UPS_H4,4,UP,YF,South,Herbivore,Cage,SORU,3.187,2.1,46.4,22,
2021,S_UPS_H4,UPS_H4,4,UP,YF,South,Herbivore,Cage,SORU,1.806,2.1,47.6,22.2,
2021,M_UPS_H4,UPS_H4,4,UP,YF,South,Herbivore,Cage,MISC,1.594,2.5,40.2,15.5,
2021,UPS_H5,UPS_H5,5,UP,YF,South,Herbivore,Cage,SOIL,10.575,0,0.4,10.8,
2023,UPS_H5 SOIL,UPS_H5,5,UP,YF,South,Herbivore,Cage,SOIL,10.222,0.2,2.8,11.9,
2023,UPS_H5 LITTER (Plant),UPS_H5,5,UP,YF,South,Herbivore,Cage,LITTER,3.079,1,47.2,44.1,
2021,L_UPS_H5,UPS_H5,5,UP,YF,South,Herbivore,Cage,LITTER,1.46,1.4,43,29.8,
2023,UPS_H5 POPRC (Plant),UPS_H5,5,UP,YF,South,Herbivore,Cage,POPRC,3.135,1.7,43.3,25.3,
2023,UPS_H5 MISC (Plant),UPS_H5,5,UP,YF,South,Herbivore,Cage,MISC,3.283,2.2,42.3,18.6,
2021,M_UPS_H5,UPS_H5,5,UP,YF,South,Herbivore,Cage,MISC,1.575,2.3,40.8,17.3,
2021,S_UPS_H5,UPS_H5,5,UP,YF,South,Herbivore,Cage,SORU,1.528,2.3,46,19.4,
2021,P_UPS_H5,UPS_H5,5,UP,YF,South,Herbivore,Cage,POPRC,1.855,2.4,39.6,16.2,
2023,UPS_H5 SORU (Plant),UPS_H5,5,UP,YF,South,Herbivore,Cage,SORU,3.052,2.5,45.1,17.7,
2021,UPS_H6,UPS_H6,6,UP,YF,South,Herbivore,Cage,SOIL,10.053,0.1,2.9,15.5,
2023,UPS_H6 SOIL,UPS_H6,6,UP,YF,South,Herbivore,Cage,SOIL,10.194,0.2,3.3,13.2,
2023,UPS_H6 POPRC (Plant),UPS_H6,6,UP,YF,South,Herbivore,Cage,POPRC,3.385,0.6,44.7,73.3,
2023,UPS_H6 LITTER (Plant),UPS_H6,6,UP,YF,South,Herbivore,Cage,LITTER,3.028,1.2,45.1,37.1,
2023,UPS_H6 MISC (Plant),UPS_H6,6,UP,YF,South,Herbivore,Cage,MISC,3.077,1.3,45.7,33,
2021,L_UPS_H6,UPS_H6,6,UP,YF,South,Herbivore,Cage,LITTER,1.897,1.8,45.8,24.4,
2021,P_UPS_H6,UPS_H6,6,UP,YF,South,Herbivore,Cage,POPRC,1.837,2.5,39.6,15.4,
2021,S_UPS_H6,UPS_H6,6,UP,YF,South,Herbivore,Cage,SORU,2.057,3.1,47.3,14.9,
2021,M_UPS_H6,UPS_H6,6,UP,YF,South,Herbivore,Cage,MISC,1.737,3.2,39.4,12.1,
2021,UPS_H7,UPS_H7,7,UP,YF,South,Herbivore,Cage,SOIL,10.543,0,0.6,10.5,
2023,UPS_H7 SOIL,UPS_H7,7,UP,YF,South,Herbivore,Cage,SOIL,9.714,0.2,2.6,11.4,
2023,UPS_H7 LITTER (Plant),UPS_H7,7,UP,YF,South,Herbivore,Cage,LITTER,3.149,1,45.1,43.3,
2021,L_UPS_H7,UPS_H7,7,UP,YF,South,Herbivore,Cage,LITTER,1.736,1.1,42.6,36.6,
2023,UPS_H7 POPRC (Plant),UPS_H7,7,UP,YF,South,Herbivore,Cage,POPRC,3.255,1.5,44.1,28.5,
2021,M_UPS_H7,UPS_H7,7,UP,YF,South,Herbivore,Cage,MISC,1.732,2,40.6,20.2,
2021,P_UPS_H7,UPS_H7,7,UP,YF,South,Herbivore,Cage,POPRC,2.03,2.1,43.4,20.1,
2023,UPS_H7 SORU (Plant),UPS_H7,7,UP,YF,South,Herbivore,Cage,SORU,3.221,2.8,47.7,17,
2021,S_UPS_H7,UPS_H7,7,UP,YF,South,Herbivore,Cage,SORU,1.591,2.9,47.4,15.9,
2023,UPS_H7 MISC (Plant),UPS_H7,7,UP,YF,South,Herbivore,Cage,MISC,3.146,3,42.8,14.1,
2023,UPS_H8 SOIL,UPS_H8,8,UP,YF,South,Herbivore,Cage,SOIL,9.845,0.2,3.6,12.1,
2021,UPS_H8,UPS_H8,8,UP,YF,South,Herbivore,Cage,SOIL,10.507,0.2,2.6,13,
2021,L_UPS_H8,UPS_H8,8,UP,YF,South,Herbivore,Cage,LITTER,1.722,1.3,48,34.9,
2023,UPS_H8 LITTER (Plant),UPS_H8,8,UP,YF,South,Herbivore,Cage,LITTER,3.215,1.7,46,26.8,
2023,UPS_H8 MISC (Plant),UPS_H8,8,UP,YF,South,Herbivore,Cage,MISC,3.294,1.8,43.7,23.2,
2023,UPS_H8 POPRC (Plant),UPS_H8,8,UP,YF,South,Herbivore,Cage,POPRC,3.408,2.1,43.8,20.8,
2023,UPS_H8 SORU (Plant),UPS_H8,8,UP,YF,South,Herbivore,Cage,SORU,3.533,2.5,46.1,18.1,
2021,M_UPS_H8,UPS_H8,8,UP,YF,South,Herbivore,Cage,MISC,1.58,2.6,45.2,17.2,
2021,S_UPS_H8,UPS_H8,8,UP,YF,South,Herbivore,Cage,SORU,1.887,2.6,47.2,17.7,
2021,P_UPS_H8,UPS_H8,8,UP,YF,South,Herbivore,Cage,POPRC,1.634,3,39.6,13.1,
2023,YFH_H1 SOIL,YFH_H1,1,YF,YF,Home,Herbivore,Cage,SOIL,10.467,0.1,1.9,11.6,
2021,YFH_H1,YFH_H1,1,YF,YF,Home,Herbivore,Cage,SOIL,10.403,0.1,2.4,12.3,
2021,L_YFH_H1,YFH_H1,1,YF,YF,Home,Herbivore,Cage,LITTER,1.601,0.4,42.2,84.6,
2023,YFH_H1 LITTER (Plant),YFH_H1,1,YF,YF,Home,Herbivore,Cage,LITTER,3.054,1.1,44.9,38,
2023,YFH_H1 POPRC (Plant),YFH_H1,1,YF,YF,Home,Herbivore,Cage,POPRC,3.219,1.8,43.4,23.3,
2021,P_YFH_H1,YFH_H1,1,YF,YF,Home,Herbivore,Cage,POPRC,1.847,1.9,43,22.1,
2021,S_YFH_H1,YFH_H1,1,YF,YF,Home,Herbivore,Cage,SORU,1.959,2.2,46.3,20.4,
2023,YFH_H1 MISC (Plant),YFH_H1,1,YF,YF,Home,Herbivore,Cage,MISC,3.122,2.4,42.7,17.4,
2021,M_YFH_H1,YFH_H1,1,YF,YF,Home,Herbivore,Cage,MISC,1.9,2.6,45.7,17.1,
2021,YFH_H2,YFH_H2,2,YF,YF,Home,Herbivore,Cage,SOIL,10.048,0,0.7,10.3,
2023,YFH_H2 SOIL,YFH_H2,2,YF,YF,Home,Herbivore,Cage,SOIL,10.013,0.2,3.4,12.6,
2021,L_YFH_H2,YFH_H2,2,YF,YF,Home,Herbivore,Cage,LITTER,2.083,0.8,44.4,53.4,
2023,YFH_H2 LITTER (Plant),YFH_H2,2,YF,YF,Home,Herbivore,Cage,LITTER,3.055,1.4,44.9,31.5,
2021,M_YFH_H2,YFH_H2,2,YF,YF,Home,Herbivore,Cage,MISC,2.063,2.2,50.3,22.2,
2023,YFH_H2 MISC (Plant),YFH_H2,2,YF,YF,Home,Herbivore,Cage,MISC,3.441,2.3,41.8,17.7,
2023,YFH_H2 POPRC (Plant),YFH_H2,2,YF,YF,Home,Herbivore,Cage,POPRC,3.406,2.3,43.8,18.5,
2023,YFH_H2 SORU (Plant),YFH_H2,2,YF,YF,Home,Herbivore,Cage,SORU,3.275,2.4,46.3,19.1,
2021,P_YFH_H2,YFH_H2,2,YF,YF,Home,Herbivore,Cage,POPRC,1.929,2.7,45,16.2,
2021,S_YFH_H2,YFH_H2,2,YF,YF,Home,Herbivore,Cage,SORU,1.811,3.1,65,20.4,
2021,YFH_H3,YFH_H3,3,YF,YF,Home,Herbivore,Cage,SOIL,10.539,0.2,2.6,11.4,
2023,YFH_H3 SOIL,YFH_H3,3,YF,YF,Home,Herbivore,Cage,SOIL,9.832,0.3,3.6,11.4,
2021,L_YFH_H3,YFH_H3,3,YF,YF,Home,Herbivore,Cage,LITTER,1.545,1.1,44.8,39.4,
2023,YFH_H3 LITTER (Plant),YFH_H3,3,YF,YF,Home,Herbivore,Cage,LITTER,3.061,1.2,45.1,34.8,
2023,YFH_H3 POPRC (Plant),YFH_H3,3,YF,YF,Home,Herbivore,Cage,POPRC,3.446,1.7,42.4,23.6,
2021,M_YFH_H3,YFH_H3,3,YF,YF,Home,Herbivore,Cage,MISC,1.822,2.3,42.1,17.6,
2023,YFH_H3 MISC (Plant),YFH_H3,3,YF,YF,Home,Herbivore,Cage,MISC,3.212,2.3,44,19,
2023,YFH_H3 SORU (Plant),YFH_H3,3,YF,YF,Home,Herbivore,Cage,SORU,3.028,2.3,45.9,19.4,
2021,P_YFH_H3,YFH_H3,3,YF,YF,Home,Herbivore,Cage,POPRC,1.674,2.7,44.6,16.4,
2021,S_YFH_H3,YFH_H3,3,YF,YF,Home,Herbivore,Cage,SORU,1.94,3,47.5,15.6,
2021,YFH_H4,YFH_H4,4,YF,YF,Home,Herbivore,Cage,SOIL,10.285,0.2,2.2,10.8,
2023,YFH_H4 SOIL,YFH_H4,4,YF,YF,Home,Herbivore,Cage,SOIL,10.005,0.2,3.5,11.7,
2021,S_YFH_H4,YFH_H4,4,YF,YF,Home,Herbivore,Cage,SORU,2.024,1.2,45.7,37.9,
2023,YFH_H4 LITTER (Plant),YFH_H4,4,YF,YF,Home,Herbivore,Cage,LITTER,3.221,1.3,45.5,32.7,
2021,L_YFH_H4,YFH_H4,4,YF,YF,Home,Herbivore,Cage,LITTER,1.168,1.4,65.7,45.1,
2023,YFH_H4 MISC (Plant),YFH_H4,4,YF,YF,Home,Herbivore,Cage,MISC,3.208,2,42.4,21,
2021,P_YFH_H4,YFH_H4,4,YF,YF,Home,Herbivore,Cage,POPRC,1.743,2.6,50.6,19.2,
2023,YFH_H4 POPRC (Plant),YFH_H4,4,YF,YF,Home,Herbivore,Cage,POPRC,3.205,2.9,43.9,14.9,
2021,M_YFH_H4,YFH_H4,4,YF,YF,Home,Herbivore,Cage,MISC,1.55,3.3,46.2,13.9,
2021,YFH_H5,YFH_H5,5,YF,YF,Home,Herbivore,Cage,SOIL,10.296,0.2,2.4,10.7,
2023,YFH_H5 SOIL,YFH_H5,5,YF,YF,Home,Herbivore,Cage,SOIL,10.051,0.2,3,11.2,
2023,YFH_H5 LITTER (Plant),YFH_H5,5,YF,YF,Home,Herbivore,Cage,LITTER,3.01,1.1,44.8,38.4,
2021,S_YFH_H5,YFH_H5,5,YF,YF,Home,Herbivore,Cage,SORU,1.683,1.6,45.2,27.3,
2023,YFH_H5 MISC (Plant),YFH_H5,5,YF,YF,Home,Herbivore,Cage,MISC,3.161,1.9,45.3,23.3,
2023,YFH_H5 POPRC (Plant),YFH_H5,5,YF,YF,Home,Herbivore,Cage,POPRC,3.015,2,44.2,21.2,
2021,L_YFH_H5,YFH_H5,5,YF,YF,Home,Herbivore,Cage,LITTER,1.771,2,44.9,21.8,
2021,M_YFH_H5,YFH_H5,5,YF,YF,Home,Herbivore,Cage,MISC,1.648,2.4,41.9,17.1,
2021,P_YFH_H5,YFH_H5,5,YF,YF,Home,Herbivore,Cage,POPRC,1.514,3.5,46.2,12.9,
2021,YFH_H6,YFH_H6,6,YF,YF,Home,Herbivore,Cage,SOIL,10.676,0.2,3.2,13.4,
2023,YFH_H6 SOIL,YFH_H6,6,YF,YF,Home,Herbivore,Cage,SOIL,10.358,0.2,3.4,14.8,
2021,L_YFH_H6,YFH_H6,6,YF,YF,Home,Herbivore,Cage,LITTER,1.719,0.7,45,64,
2023,YFH_H6 LITTER (Plant),YFH_H6,6,YF,YF,Home,Herbivore,Cage,LITTER,3.295,1.2,47.1,38.3,
2021,M_YFH_H6,YFH_H6,6,YF,YF,Home,Herbivore,Cage,MISC,1.52,1.6,43.9,26.8,
2021,P_YFH_H6,YFH_H6,6,YF,YF,Home,Herbivore,Cage,POPRC,1.514,1.7,39.6,22.3,
2023,YFH_H6 POPRC (Plant),YFH_H6,6,YF,YF,Home,Herbivore,Cage,POPRC,3.013,1.7,44.2,25.2,
2023,YFH_H6 SORU (Plant),YFH_H6,6,YF,YF,Home,Herbivore,Cage,SORU,3.359,2.2,47.9,20.9,
2023,YFH_H6 MISC (Plant),YFH_H6,6,YF,YF,Home,Herbivore,Cage,MISC,3.384,2.4,42.8,17.3,
2021,S_YFH_H6,YFH_H6,6,YF,YF,Home,Herbivore,Cage,SORU,1.728,2.7,47.3,17,
2021,YFH_H7,YFH_H7,7,YF,YF,Home,Herbivore,Cage,SOIL,10.438,0.1,1.1,11.3,
2023,YFH_H7 SOIL,YFH_H7,7,YF,YF,Home,Herbivore,Cage,SOIL,9.884,0.2,3.3,11.8,
2021,L_YFH_H7,YFH_H7,7,YF,YF,Home,Herbivore,Cage,LITTER,1.556,1.1,45.5,39.1,
2023,YFH_H7 LITTER (Plant),YFH_H7,7,YF,YF,Home,Herbivore,Cage,LITTER,3.059,1.3,46.8,34.4,
2023,YFH_H7 SORU (Plant),YFH_H7,7,YF,YF,Home,Herbivore,Cage,SORU,3.064,1.9,39.6,20.2,
2023,YFH_H7 MISC (Plant),YFH_H7,7,YF,YF,Home,Herbivore,Cage,MISC,3.143,1.9,46.1,23.2,
2021,M_YFH_H7,YFH_H7,7,YF,YF,Home,Herbivore,Cage,MISC,1.877,2.2,46,20.5,
2023,YFH_H7 POPRC (Plant),YFH_H7,7,YF,YF,Home,Herbivore,Cage,POPRC,3.226,2.4,43.9,18.2,
2021,P_YFH_H7,YFH_H7,7,YF,YF,Home,Herbivore,Cage,POPRC,1.585,2.4,44.8,18.4,
2021,S_YFH_H7,YFH_H7,7,YF,YF,Home,Herbivore,Cage,SORU,1.667,2.4,47.8,19.1,
2021,YFH_H8,YFH_H8,8,YF,YF,Home,Herbivore,Cage,SOIL,11.171,0.1,2.4,13.1,
2023,YFH_H8 SOIL,YFH_H8,8,YF,YF,Home,Herbivore,Cage,SOIL,10.254,0.2,3.3,11.5,
2021,L_YFH_H8,YFH_H8,8,YF,YF,Home,Herbivore,Cage,LITTER,1.852,0.7,45.9,64.7,
2023,YFH_H8 LITTER (Plant),YFH_H8,8,YF,YF,Home,Herbivore,Cage,LITTER,3.39,1.3,46.6,33.7,
2021,S_YFH_H8,YFH_H8,8,YF,YF,Home,Herbivore,Cage,SORU,1.662,1.5,45.8,28.7,
2021,P_YFH_H8,YFH_H8,8,YF,YF,Home,Herbivore,Cage,POPRC,1.65,1.7,43.8,25.7,
2021,M_YFH_H8,YFH_H8,8,YF,YF,Home,Herbivore,Cage,MISC,1.505,2.1,42.7,20,
2023,YFH_H8 MISC (Plant),YFH_H8,8,YF,YF,Home,Herbivore,Cage,MISC,3.377,2.4,44,17.7,
2023,YFH_H8 POPRC (Plant),YFH_H8,8,YF,YF,Home,Herbivore,Cage,POPRC,3.144,2.5,43.4,17.1,
2023,YFH_H8 SORU (Plant),YFH_H8,8,YF,YF,Home,Herbivore,Cage,SORU,3.375,2.7,48.6,17.7,
2021,YFH_V1,YFH_V1,1,YF,YF,Home,Vegetation,Cage,SOIL,10.254,0.2,2.7,10.9,
2023,YFH_V1 SOIL,YFH_V1,1,YF,YF,Home,Vegetation,Cage,SOIL,10.143,0.2,3,11.3,
2023,YFH_V1 LITTER (Plant),YFH_V1,1,YF,YF,Home,Vegetation,Cage,LITTER,3.022,1.3,44.7,33.2,
2023,YFH_V1 POPRC (Plant),YFH_V1,1,YF,YF,Home,Vegetation,Cage,POPRC,3.155,1.4,41.8,29,
2021,L_YFH_V1,YFH_V1,1,YF,YF,Home,Vegetation,Cage,LITTER,1.513,1.4,45.3,32.2,
2023,YFH_V1 SORU (Plant),YFH_V1,1,YF,YF,Home,Vegetation,Cage,SORU,3.043,2.4,46.6,18.7,
2021,P_YFH_V1,YFH_V1,1,YF,YF,Home,Vegetation,Cage,POPRC,2.06,2.7,39.6,14.3,
2021,S_YFH_V1,YFH_V1,1,YF,YF,Home,Vegetation,Cage,SORU,1.607,2.7,47.6,17.6,
2021,M_YFH_V1,YFH_V1,1,YF,YF,Home,Vegetation,Cage,MISC,1.549,2.9,44.9,15.5,
2023,YFH_V1 MISC (Plant),YFH_V1,1,YF,YF,Home,Vegetation,Cage,MISC,3.086,3.6,47.3,12.9,
2021,YFH_V2,YFH_V2,2,YF,YF,Home,Vegetation,Cage,SOIL,10.825,0.1,2,13.2,
2023,YFH_V2 SOIL,YFH_V2,2,YF,YF,Home,Vegetation,Cage,SOIL,10.065,0.2,3.8,13,
2023,YFH_V2 LITTER (Plant),YFH_V2,2,YF,YF,Home,Vegetation,Cage,LITTER,3.198,1.4,44.9,31,
2021,L_YFH_V2,YFH_V2,2,YF,YF,Home,Vegetation,Cage,LITTER,1.722,1.4,45.7,32.5,
2023,YFH_V2 POPRC (Plant),YFH_V2,2,YF,YF,Home,Vegetation,Cage,POPRC,3.24,1.5,42.4,27.4,
2021,P_YFH_V2,YFH_V2,2,YF,YF,Home,Vegetation,Cage,POPRC,1.55,1.5,45.9,29.2,
2023,YFH_V2 MISC (Plant),YFH_V2,2,YF,YF,Home,Vegetation,Cage,MISC,3.084,1.8,41.9,22.8,
2021,M_YFH_V2,YFH_V2,2,YF,YF,Home,Vegetation,Cage,MISC,1.719,2.1,42.1,19.9,
2023,YFH_V2 SORU (Plant),YFH_V2,2,YF,YF,Home,Vegetation,Cage,SORU,3.138,2.2,45.8,19.9,
2021,S_YFH_V2,YFH_V2,2,YF,YF,Home,Vegetation,Cage,SORU,1.841,2.3,46.9,20.2,
2021,YFH_V3,YFH_V3,3,YF,YF,Home,Vegetation,Cage,SOIL,10.018,0.1,2.1,11.3,
2023,YFH_V3 SOIL,YFH_V3,3,YF,YF,Home,Vegetation,Cage,SOIL,10.362,0.2,2.5,11.2,
2021,L_YFH_V3,YFH_V3,3,YF,YF,Home,Vegetation,Cage,LITTER,1.846,0.6,48.3,79.6,
2023,YFH_V3 LITTER (Plant),YFH_V3,3,YF,YF,Home,Vegetation,Cage,LITTER,3.333,1.5,44.5,29.5,
2023,YFH_V3 MISC (Plant),YFH_V3,3,YF,YF,Home,Vegetation,Cage,MISC,3.181,1.6,44.6,27,
2021,S_YFH_V3,YFH_V3,3,YF,YF,Home,Vegetation,Cage,SORU,1.75,1.7,47.7,27.2,
2021,P_YFH_V3,YFH_V3,3,YF,YF,Home,Vegetation,Cage,POPRC,1.571,2.4,39.6,15.9,
2021,M_YFH_V3,YFH_V3,3,YF,YF,Home,Vegetation,Cage,MISC,1.569,2.5,50.7,20,
2023,YFH_V3 POPRC (Plant),YFH_V3,3,YF,YF,Home,Vegetation,Cage,POPRC,3.015,3.3,43.3,12.9,
2021,YFH_V4,YFH_V4,4,YF,YF,Home,Vegetation,Cage,SOIL,10.809,0.2,3.5,12,
2023,YFH_V4 SOIL,YFH_V4,4,YF,YF,Home,Vegetation,Cage,SOIL,9.972,0.2,2.7,12.2,
2021,L_YFH_V4,YFH_V4,4,YF,YF,Home,Vegetation,Cage,LITTER,1.602,1,46.1,44.9,
2023,YFH_V4 MISC (Plant),YFH_V4,4,YF,YF,Home,Vegetation,Cage,MISC,3.287,1.2,44,36.4,
2023,YFH_V4 LITTER (Plant),YFH_V4,4,YF,YF,Home,Vegetation,Cage,LITTER,3.23,1.4,46.2,31,
2021,P_YFH_V4,YFH_V4,4,YF,YF,Home,Vegetation,Cage,POPRC,2.049,1.5,42.3,26.5,
2023,YFH_V4 POPRC (Plant),YFH_V4,4,YF,YF,Home,Vegetation,Cage,POPRC,3.126,1.9,44.3,22.9,
2021,M_YFH_V4,YFH_V4,4,YF,YF,Home,Vegetation,Cage,MISC,1.59,2.2,43.6,19.3,
2023,YFH_V4 SORU (Plant),YFH_V4,4,YF,YF,Home,Vegetation,Cage,SORU,3.274,2.5,46.3,18.4,
2021,S_YFH_V4,YFH_V4,4,YF,YF,Home,Vegetation,Cage,SORU,1.58,3.7,83,22.3,
2021,YFH_V5,YFH_V5,5,YF,YF,Home,Vegetation,Cage,SOIL,10.133,0.1,1.3,10.9,
2023,YFH_V5 SOIL,YFH_V5,5,YF,YF,Home,Vegetation,Cage,SOIL,10.378,0.2,2.9,11.5,
2021,L_YFH_V5,YFH_V5,5,YF,YF,Home,Vegetation,Cage,LITTER,1.84,0.4,41.8,93.1,
2023,YFH_V5 LITTER (Plant),YFH_V5,5,YF,YF,Home,Vegetation,Cage,LITTER,3.204,1.3,43.3,32.2,
2021,P_YFH_V5,YFH_V5,5,YF,YF,Home,Vegetation,Cage,POPRC,1.636,2.3,44.8,19,
2021,M_YFH_V5,YFH_V5,5,YF,YF,Home,Vegetation,Cage,MISC,1.554,2.4,44.4,18.2,
2023,YFH_V5 POPRC (Plant),YFH_V5,5,YF,YF,Home,Vegetation,Cage,POPRC,3.076,2.4,46.4,18.8,
2023,YFH_V5 MISC (Plant),YFH_V5,5,YF,YF,Home,Vegetation,Cage,MISC,3.258,2.5,43.5,17,
2021,S_YFH_V5,YFH_V5,5,YF,YF,Home,Vegetation,Cage,SORU,1.585,2.5,46.7,18.4,
2023,YFH_V5 SORU (Plant),YFH_V5,5,YF,YF,Home,Vegetation,Cage,SORU,3.115,2.5,46.5,18.5,
2021,YFH_V6,YFH_V6,6,YF,YF,Home,Vegetation,Cage,SOIL,10.227,0.1,1,9.5,
2023,YFH_V6 SOIL,YFH_V6,6,YF,YF,Home,Vegetation,Cage,SOIL,10.181,0.2,2.5,11.4,
2023,YFH_V6 LITTER (Plant),YFH_V6,6,YF,YF,Home,Vegetation,Cage,LITTER,3.058,1,30.7,28.1,
2023,YFH_V6 POPRC (Plant),YFH_V6,6,YF,YF,Home,Vegetation,Cage,POPRC,3.021,1.3,44.2,33,
2021,L_YFH_V6,YFH_V6,6,YF,YF,Home,Vegetation,Cage,LITTER,1.979,1.5,44.9,29.6,
2023,YFH_V6 MISC (Plant),YFH_V6,6,YF,YF,Home,Vegetation,Cage,MISC,3.45,1.9,46.6,23.8,
2023,YFH_V6 SORU (Plant),YFH_V6,6,YF,YF,Home,Vegetation,Cage,SORU,3.179,2.1,47.2,21.6,
2021,M_YFH_V6,YFH_V6,6,YF,YF,Home,Vegetation,Cage,MISC,1.941,2.4,43.7,18.2,
2021,S_YFH_V6,YFH_V6,6,YF,YF,Home,Vegetation,Cage,SORU,1.65,2.4,47.3,18.9,
2021,P_YFH_V6,YFH_V6,6,YF,YF,Home,Vegetation,Cage,POPRC,1.719,2.8,39.6,14,
2021,YFH_V7,YFH_V7,7,YF,YF,Home,Vegetation,Cage,SOIL,10.288,0.1,1.4,11.9,
2023,YFH_V7 SOIL,YFH_V7,7,YF,YF,Home,Vegetation,Cage,SOIL,10.685,0.2,2.6,11.6,
2023,YFH_V7 LITTER (Plant),YFH_V7,7,YF,YF,Home,Vegetation,Cage,LITTER,3,0.7,47.3,60.6,
2021,L_YFH_V7,YFH_V7,7,YF,YF,Home,Vegetation,Cage,LITTER,1.673,1.1,45.3,37.8,
2023,YFH_V7 POPRC (Plant),YFH_V7,7,YF,YF,Home,Vegetation,Cage,POPRC,3.134,1.5,42.6,27.9,
2023,YFH_V7 MISC (Plant),YFH_V7,7,YF,YF,Home,Vegetation,Cage,MISC,3.29,1.6,45.3,28,
2021,P_YFH_V7,YFH_V7,7,YF,YF,Home,Vegetation,Cage,POPRC,1.879,1.8,44.5,23.9,
2021,M_YFH_V7,YFH_V7,7,YF,YF,Home,Vegetation,Cage,MISC,2.09,2.1,44.8,20.9,
2023,YFH_V7 SORU (Plant),YFH_V7,7,YF,YF,Home,Vegetation,Cage,SORU,3.483,2.3,46.5,19.4,
2021,S_YFH_V7,YFH_V7,7,YF,YF,Home,Vegetation,Cage,SORU,1.804,3,48.4,15.6,
2021,YFH_V8,YFH_V8,8,YF,YF,Home,Vegetation,Cage,SOIL,10.877,0.1,2,11.9,
2023,YFH_V8 SOIL,YFH_V8,8,YF,YF,Home,Vegetation,Cage,SOIL,10.704,0.2,3,11.1,
2021,L_YFH_V8,YFH_V8,8,YF,YF,Home,Vegetation,Cage,LITTER,1.739,0.9,44.5,47.7,
2023,YFH_V8 LITTER (Plant),YFH_V8,8,YF,YF,Home,Vegetation,Cage,LITTER,3.12,0.9,45.7,49.6,
2021,M_YFH_V8,YFH_V8,8,YF,YF,Home,Vegetation,Cage,MISC,1.981,2.6,40,15.3,
2023,YFH_V8 MISC (Plant),YFH_V8,8,YF,YF,Home,Vegetation,Cage,MISC,3.333,2.6,44.9,16.9,
2021,P_YFH_V8,YFH_V8,8,YF,YF,Home,Vegetation,Cage,POPRC,1.674,2.8,45,15.6,
